nm_arq_in,id,titulo,data,dataAtualizacao,salario,faixaSalarial,faixaSalarialId,salarioACombinar,jobQuantity,empId,companySize,tipoEmp,localPreenchimento,descricao,perfilId,ppdPerfilId,hrenova,horario,infoAdicional,regimeContrato,benef,entradaEmp,empContratou,grupoMidia,habilidades,ppdInfo,ppdFiltro,anunciante,contratante,vagas,url_vaga,nr_reg,dh_insercao_raw,dh_arq_in,dataRemovido
catho_2021-09-15_page_7501_a_8000.parquet,19018638,Analista de Marketing - 3937,2021-07-26T23:59:59Z,2021-07-26T12:25:14Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,1,1178235,P,R,1,"<li> Estudar melhorias visando aprimorar estratégias de acordo com metas pré-determinadas. Elaborar estratégias de mercado em conjunto com os gerentes e área comercial (Varejo e Atacado). Analisar e mapear o mercado/concorrência para identificar oportunidades e ameaças nas praças de atuação e futuras. Gestão de indicadores e materiais de merchandising.</li><li> Ensino Superior Completo em Marketing, Publicidade e Propaganda ou áreas afins.</li>",1,0,false,null,null,null,[],2017-10-06T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'REIS CAPITAL HUMANO', 'confidencial': False}","{'nome': 'Tida Recrutamento e Seleção Ltda - ME', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 24, 'estado': 'Santa Catarina', 'uf': 'SC', 'cidadeId': 9322, 'cidade': 'Camboriu', 'total': 1}]",https://www.catho.com.br/vagas/analista-de-marketing---3937/19018638/?origem_apply=busca-de-vagas&entrada_apply=direto,2983,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_7001_a_7500.parquet,19018707,Auxiliar de Marketing e Planejamento,2021-07-27T23:59:59Z,2021-07-27T08:57:07Z,1463,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,1280125,G,C,0,"<li> Suporte na implementação de campanhas publicitárias e de vendas. Realizar tarefas administrativas do departamento. Cooperar na organização de diferentes projetos. Realizar pesquisas de mercado e analisar relatórios/questionários de classificação do consumidor. Criar artes para redes sociais. Efetuar cadastros de produtos em sistema, alterar preços de produtos e combustível, suporte ao planejamento e marketing, cadastrar e monitorar itens em plataformas de delivery e gerir a criação de assinatura de e-mail.</li><li> Habilidades desejadas: Adaptação a mudança; Capacidade de se organizar, planejar e priorizar as tarefas e demandas; Bom relacionamento em equipe; Excel intermediário. Conhecimento em CorelDRAW ou Illustrator; Ensino Médio completo. Desejável Ensino Superior.</li>",1,0,false,"De segunda a sexta, das 08h às 17h48.",null,null,"['Seguro de Vida em Grupo', 'Tíquete Alimentação', 'Vale Transporte']",null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'GRUPO TRAPÉZIO', 'confidencial': False}","{'nome': 'GRUPO TRAPÉZIO', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 16, 'estado': 'Paraná', 'uf': 'PR', 'cidadeId': 6243, 'cidade': 'Curitiba', 'total': 1}]",https://www.catho.com.br/vagas/auxiliar-de-marketing-e-planejamento/19018707/?origem_apply=busca-de-vagas&entrada_apply=direto,9034,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19019740,Estágio em Administração de Empresas,2021-07-26T23:59:59Z,2021-07-26T13:32:48Z,0,"Até R$ 1.000,00",0,true,1,429693,P,R,1,"<li> Auxiliar a equipe e o diretor comercial com todas as rotinas administrativas, recebimento de documentos, prazos e controles de pagamentos</li><li> Cursando na área.</li>",3,0,false,null,null,null,[],2008-04-30T23:59:59Z,6,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'FUTURA ESTÁGIOS', 'confidencial': False}","{'nome': 'Futura Integrador Empresa Escola Ltda.', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 5, 'estado': 'Bahia', 'uf': 'BA', 'cidadeId': 1856, 'cidade': 'Salvador', 'total': 1}]",https://www.catho.com.br/vagas/estagio-em-administracao-de-empresas/19019740/?origem_apply=busca-de-vagas&entrada_apply=direto,3540,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_501_a_1000.parquet,19019808,Assessor de Investimentos,2021-09-09T23:59:59Z,2021-09-09T09:18:36Z,8000,"De R$ 7.001,00 a R$ 8.000,00",9,false,3,1146068,P,C,1,"<li> Assessor de investimentos e planejador financeiro. Identificar perfil, necessidades e objetivos dos clientes e apresentar melhores oportunidades de investimento, tornar-se referência sobre alocação de investimentos.</li><li> Caso o candidato se interesse pela vaga mas não possua a certificação, fornecemos ao candidato um curso gratuito para tirar a certificação.</li>",1,0,true,A combinar.,Local de trabalho: São Paulo - Bairro Água Branca.,"Autônomo,CLT (Efetivo)",[],null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MVT INVESTIMENTOS', 'confidencial': False}","{'nome': 'Tremonti - Agente Autônomo de Investimentos', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 3}]",https://www.catho.com.br/vagas/assessor-de-investimentos/19019808/?origem_apply=busca-de-vagas&entrada_apply=direto,6476,2021-09-15T15:43:58.000+0000,2021-09-15T09:21:57.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19020181,Analista de Data & Insight,2021-07-26T23:59:59Z,2021-07-26T15:04:59Z,0,"De R$ 6.001,00 a R$ 7.000,00",8,false,3,597164,M,R,1,"<li> Descrição: O Analista de Data & Insight zela pela integridade da informação, a extração de dados replicáveis ao longo do tempo e busca a eficiência das diferentes áreas da empresa pelas quais está responsável mediante informação confiável.

Responsabilidades: Consolidar informação de diferentes fontes, processar e analisar a informação como um todo, apresentar insights para as diretorias pelas quais está responsável para melhorar as prioridades e objetivos da empresa.</li><li> Lembrando que para essa posição em especial, estamos buscando alguém que tenha familiaridade com a área de Tecnologia e PRODUTO para que a gente ganhe tempo na curva de aprendizado.</li>",1,0,false,Horário Comercial,"O candidato pode ser de São Paulo, região de Campinas e Vinhedo ou Buenos Aires.

Formação: Informática ou Estatística. Conhecimento de ferramentas como SQL, STORYTELLING entre outros.
Contratante é uma plataforma on-line de intermediação entre os usuários e as concessionárias e permite uma experiência de compra de carro 0 km simples, fácil, econômica e transparente.","CLT (Efetivo),Prestador de serviços (PJ)","['Assistência Médica / Medicina em grupo', 'Tíquete Refeição', 'Vale Transporte']",2013-01-09T23:59:59Z,2,[],"[{'habId': 45, 'hab': 'Espanhol', 'nivelId': 3, 'nivel': 'Avançado'}, {'habId': 41, 'hab': 'Inglês', 'nivelId': 3, 'nivel': 'Avançado'}]","{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MARMADUK INTELLIGENT SEARCH', 'confidencial': False}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 16, 'estado': 'Paraná', 'uf': 'PR', 'cidadeId': 6895, 'cidade': 'Campinas', 'total': 1}, {'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}, {'paisId': 31, 'pais': 'Brasil', 'estadoId': 8, 'estado': 'Espírito Santo', 'uf': 'ES', 'cidadeId': 2940, 'cidade': 'Vinhatico', 'total': 1}]",https://www.catho.com.br/vagas/analista-de-data-&-insight/19020181/?origem_apply=busca-de-vagas&entrada_apply=direto,1265,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_1_a_500.parquet,19020664,Consultor de Vendas,2021-09-14T23:59:59Z,2021-09-14T10:37:17Z,0,"De R$ 1.001,00 a R$ 2.000,00",3,false,15,1282270,P,C,1,"<li> Efetuar vendas dos produtos oferecidos pela empresa, na condição de ativo e receptivo, definindo, observando o volume de contatos, negociando valores e oferecendo alternativas de produtos (Kits) aos clientes, de acordo com o perfil de campanha aprovada, a fim de poder alcanças as metas estabelecidas pela empresa. Efetuar vendas dos produtos oferecidos pela empresa, na condição de Ativo e Receptivo aplicando scripts de vendas, definindo, observando o volume de contatos, negociando valores e oferecendo alternativas de produtos (Kits) aos clientes, de acordo com o perfil de campanha aprovada, efetuando tabulação correta das ligações, preenchendo formulários com dados de contato, a fim de poder alcançar as metas estabelecidas pela empresa; Realizar atendimento ao cliente, através de telefone, procurando incrementar os processos de vendas, prestando as orientações necessárias quanto á funcionalidade do produto, especificações, valores, prazos e condições de pagamento, seguindo roteiros e scripts aprovados, para captar, reter ou recuperar clientes, a fim de fidelizar as vendas e cumprir as metas estabelecidas pela empresa. Atender os clientes para venda de produtos, oferecendo novos planos, promoções e campanhas de vendas, mediante aplicação de Script específico, conforme programação de vendas definida e cumprimento das metas estabelecidas. Contatar clientes por telefone (Ativo), recebendo lista de clientes do Supervisor e/u do Planejamento, realizando ligações telefônicas, oferecendo produto, seguindo Script aprovados, para captar, reter ou recuperar clientes, visando conduzir os processos de vendas, em cumprimento às metas estabelecidas pela empresa. Operar estação telefônica, realizando ligações a clientes em potencial com o objetivo de divulgar a empresa e vender seu produto, efetuando ligações de acordo com orientações do superior imediato e lista de contatos, abordando os clientes, divulgando as características do produto, registrando o contato para o controle do superior e proceder cadastramento dos dados dos clientes, para processamento do pagamento (boletos e cartão de crédito), visando realizar o fechamento da venda. Fazer a reserva de pedido de vendas, grifando no sistema IPBOX (dados do cliente), para contato futuro, na fidelização das vendas. Avisar o pessoal da Auditoria, para análise dos pedidos de vendas, ao setor responsável, para checagem dos valores e documentação pertinente. Receber orientações do superior imediato, sobre as práticas ajustadas pelos Scripts, desvios de postura e má condução dos fluxos de trabalho, para garantir a excelência nos resultados alcançados. Executar outras atividades correlatas, a seu critério ou por solicitação do superior imediato.</li><li> Ensino Médio completo e/ou cursando Ensino Superior em Administração, Publicidade e Propaganda, Marketing, Bioquímico, Farmácia, Nutrição e/ou cursos correlatos. 
Pacote Office (Word/Excel) Sistema: IPBOX e CRM Equipamentos.
Conhecimentos práticos de sistemas de vendas por telefone.</li>",1,0,true,"Segunda á sexta, das 09:00 às 17:00 ou das, 13:00 às 21:00.","Habilidade em negociação, ter boa comunicação e dicção, persistência e foco em resultados.",CLT (Efetivo),"['Tíquete Refeição', 'Vale Transporte']",2020-03-03T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'NATURAL BRANDS', 'confidencial': False}","{'nome': 'Sp Service Paulistana Apoio e Serviços Administrativos Eireli', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 306, 'cidade': 'Guararema', 'total': 15}]",https://www.catho.com.br/vagas/consultor-de-vendas/19020664/?origem_apply=busca-de-vagas&entrada_apply=direto,2217,2021-09-15T15:43:58.000+0000,2021-09-15T09:11:53.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19020741,Coordenador Administrativo Patrimonial,2021-07-26T23:59:59Z,2021-07-26T15:51:33Z,0,"De R$ 4.001,00 a R$ 5.000,00",0,true,1,90308,M,R,1,"<li> Ficará responsável pela administração dos bens e património dos sócios, controle de locação de imóveis, pagamento de funcionários, apoio ao locatário, gestão da
manutenção em geral. Oferecerá suporte administrativo ao empreendimento principal do sócio (loja de decoração, pisos e revestimento), compras de insumos, gestão patrimonial
zeladoria, gestão da manutenção da loja, acompanhamento de reforma.</li><li> Ensino Superior completo em administração e afins, experiência na área de gestão patrimonial, habilidade administrativa, gestão financeira, controles de atividades.</li>",1,0,false,null,null,CLT (Efetivo),['Vale Transporte'],2008-06-09T23:59:59Z,20,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'TRIGO RH', 'confidencial': False}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 752, 'cidade': 'Santos', 'total': 1}]",https://www.catho.com.br/vagas/coordenador-administrativo-patrimonial/19020741/?origem_apply=busca-de-vagas&entrada_apply=direto,2617,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19021309,Operador de atendimento (Operadora de Saúde),2021-07-26T23:59:59Z,2021-07-26T16:36:22Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,150483,M,C,1,"<li> Realizar atendimentos, processar solicitações e orientar clientes, prestadores e empresas sobre autorizações, guias de atendimento, cobertura e demais informações pertinentes ao plano de saúde.</li><li> Ensino Médio completo. Necessário experiência anterior com atendimento de beneficiários de plano de saúde. Habilidades com informática. Ter boa dicção.</li>",1,0,false,"Escala 6x1, das 07:00 às 13:00.",null,null,"['Tíquete Alimentação', 'Tíquete Refeição']",2008-01-07T23:59:59Z,83,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MED SALVA EMERGENCIAS MEDICAS', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}]",https://www.catho.com.br/vagas/operador-de-atendimento-operadora-de-saude/19021309/?origem_apply=busca-de-vagas&entrada_apply=direto,3279,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19021558,Gerente de Vendas,2021-07-26T23:59:59Z,2021-07-26T17:14:24Z,0,"De R$ 3.001,00 a R$ 4.000,00",5,false,3,1287267,P,C,0,<li> Fazer contratação de corretores; Formar equipes de vendas; Treinar novos consultores de Vendas; Acompanhar corretores antigos; Auxiliar vendas de corretores; Fazer vendas pessoais; Participar de treinamentos e reuniões.</li><li> CARACTERÍSTICAS COMPORTAMENTAIS: Ser comprometido; Ser humilde e ensinável; Gostar de estudar; Inteligência emocional; Ousadia; HABILIDADES TÉCNICAS: Liderança; Experiência com vendas; Didática e boa comunicação;. Negociação; Domínio do digital.</li>,1,0,false,"Segunda a sexta, das 09:00 às 18:00.","Tempo Integral, Comissionado",Prestador de serviços (PJ),[],null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'LIMPA NOME FÁCIL', 'confidencial': False}","{'nome': 'LIMPA NOME FÁCIL', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 2, 'estado': 'Alagoas', 'uf': 'AL', 'cidadeId': 1014, 'cidade': 'Maceio', 'total': 3}]",https://www.catho.com.br/vagas/gerente-de-vendas/19021558/?origem_apply=busca-de-vagas&entrada_apply=direto,1381,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19021584,Analista Fiscal,2021-07-26T23:59:59Z,2021-07-26T16:51:35Z,0,"De R$ 4.001,00 a R$ 5.000,00",0,true,1,380651,M,C,1,"<li> Atuar com fechamento de impostos ICMS, IPI, PIS e COFINS. Realizar o fechamento de impostos retidos na fonte IRRF, CSRF, INSS e ISS. Atuar com análise e transmissão de obrigações fiscais (GIA, SPED, EFD contribuições, Sintegra e DCTF). Atuar com conciliação de contas de impostos.</li><li> Ensino Superior em Ciências Contábeis / Administração de Empresas. Conhecimentos na legislação estadual e federal, análise de tributação na compra e venda. Desejável conhecimento no sistema SAP e Mastersaf.</li>",1,0,false,De segunda a sexta-feira das 7h30 às 17h18.,null,null,[],2008-01-03T23:59:59Z,30,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'CJ DO BRASIL', 'confidencial': False}","{'nome': 'CJ do Brasil Ind. Com. de Prod. Alimentícios Ltda.', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 611, 'cidade': 'Piracicaba', 'total': 1}]",https://www.catho.com.br/vagas/analista-fiscal/19021584/?origem_apply=busca-de-vagas&entrada_apply=direto,2816,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,null
catho_2021-09-15_page_7501_a_8000.parquet,19021642,Estágio na área de Almoxarifado,2021-07-26T23:59:59Z,2021-07-26T16:55:24Z,0,"Até R$ 1.000,00",0,true,1,429693,P,R,1,"<li> Auxiliar no atendimento aos clientes, emissão de planilhas, almoxarifado, logística e rotinas de escritório.</li><li> Ensino Médio ou técnico.</li>",3,0,false,null,"R$ 490,00 (Bruto mensal).",null,[],2008-04-30T23:59:59Z,6,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'FUTURA ESTÁGIOS', 'confidencial': False}","{'nome': 'Futura Integrador Empresa Escola Ltda.', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 268, 'cidade': 'Ferraz de Vasconcelos', 'total': 1}]",https://www.catho.com.br/vagas/estagio-na-area-de-almoxarifado/19021642/?origem_apply=busca-de-vagas&entrada_apply=direto,3087,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19021679,Biomédicas,2021-07-26T23:59:59Z,2021-07-26T17:06:23Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,1302648,P,C,1,"<li> Ajudar na identificação, classificação e estudo de microrganismos, colaborando nas pesquisas para o desenvolvimento de vacinas e medicamentos.</li><li> Superior Completo em Biomedicina.</li>",1,0,false,null,null,CLT (Efetivo),['Vale Transporte'],null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'EMAGRECENTRO', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 24, 'estado': 'Santa Catarina', 'uf': 'SC', 'cidadeId': 9588, 'cidade': 'São Jose', 'total': 1}]",https://www.catho.com.br/vagas/biomedicas/19021679/?origem_apply=busca-de-vagas&entrada_apply=direto,3358,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19022017,Media Coordinator,2021-07-26T23:59:59Z,2021-07-26T17:21:22Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,1,1181965,M,C,1,"<li> Atuação nas mídias de Google Ads, Microsoft Ads. Social Ads e Programática.
Responsável por planejamento, apresentação de relatórios, criação de análises e otimizações na conta, propondo melhorias nos resultados.
Defesa e apresentação de estratégia para o cliente.
Responsável por gerenciar o time responsável pela conta.</li><li> Para inscrição, o profissional precisa ser graduado em Administração, Marketing e nas áreas de Comunicação.
Conhecimentos em Google Apps e Excel (obrigatórios).
Inglês intermediário/avançado.</li>",1,0,false,null,null,null,[],2021-06-11T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'CADASTRA', 'confidencial': False}","{'nome': 'Cadastra Marketing Digital Ltda.', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 21, 'estado': 'Rio Grande do Sul', 'uf': 'RS', 'cidadeId': 8791, 'cidade': 'Porto Alegre', 'total': 1}]",https://www.catho.com.br/vagas/media-coordinator/19022017/?origem_apply=busca-de-vagas&entrada_apply=direto,2550,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19022165,AUXILIAR DE TI,2021-07-26T23:59:59Z,2021-07-26T17:35:41Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,2,1307147,P,R,1,"<li> Arquitetura de redes gigabyte, configuração de roteadores, Switch, balanceadores de rede da
TP link;
Configurações de desktop e servidores;
E toda a matéria relacionada com redes de computadores.</li>",1,0,false,null,"Bairro da Penha, Zona Leste / SP.
Salário a combinar.",null,"['Tíquete Refeição', 'Vale Transporte']",null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'NC - RH E PSICOLOGIA', 'confidencial': False}","{'nome': 'Nadya Luana Ferreira Cortez', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 2}]",https://www.catho.com.br/vagas/auxiliar-de-ti/19022165/?origem_apply=busca-de-vagas&entrada_apply=direto,2487,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19022207,Assistente Financeiro - Contas a Receber,2021-07-26T23:59:59Z,2021-07-26T17:39:44Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,1051008,P,R,1,"<li> Realiza levantamentos e controles das transações financeiras, acompanha fluxo de caixa, contas a pagar e receber.</li><li> Experiência na área.  Possuir conhecimento em noções financeiras, conciliação bancária e gestão de fluxo de caixa. Ensino Médio</li>",1,0,false,Disponibilidade de horário.,Possuir veículo próprio.,CLT (Efetivo),[],2015-09-10T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'UNARH- CONSULTORIA EM RECURSOS HUMANOS', 'confidencial': False}","{'nome': 'E. B. De Paula Treinamento Profissional', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 895, 'cidade': 'Votuporanga', 'total': 1}]",https://www.catho.com.br/vagas/assistente-financeiro---contas-a-receber/19022207/?origem_apply=busca-de-vagas&entrada_apply=direto,3281,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19022537,Analista Operacional,2021-07-26T23:59:59Z,2021-07-26T19:18:19Z,0,"De R$ 4.001,00 a R$ 5.000,00",6,false,1,1294060,M,C,1,"<li> Atribuições pertinentes ao cargo. Possibilidade de atuar como home office.</li><li> Nível Superior completo;
Certificação no Sistema de Informações PRÓTON (SGD)- emitido pelo Fabricante.</li>",1,0,false,período integral.,null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Assistência Odontológica', 'Celular fornecido pela empresa', 'Estacionamento', 'Tíquete Alimentação', 'Tíquete Refeição', 'Vale Transporte']",null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'A T P', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 7, 'estado': 'Distrito Federal', 'uf': 'DF', 'cidadeId': 2716, 'cidade': 'Brasilia', 'total': 1}]",https://www.catho.com.br/vagas/analista-operacional/19022537/?origem_apply=busca-de-vagas&entrada_apply=direto,1326,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_7001_a_7500.parquet,19025535,Coordenador Comercial EAD,2021-07-27T23:59:59Z,2021-07-27T11:26:48Z,0,"De R$ 4.001,00 a R$ 5.000,00",6,false,1,1327421,P,C,0,"<li> Liderar time de vendas, emitir relatórios diários e realizar reuniões com gestores, entre outras tarefas pertinentes a função.</li><li> Superior cursando ou completo.</li>",1,0,false,"De Segunda à Sexta, das 10:00 às 20:00.",Remuneração variável e treinamentos.,Prestador de serviços (PJ),['Tíquete Alimentação'],2021-07-27T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'ESB FACULDADE & POS-GRADUACAO', 'confidencial': False}","{'nome': 'ESB FACULDADE & POS-GRADUACAO', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 16, 'estado': 'Paraná', 'uf': 'PR', 'cidadeId': 6243, 'cidade': 'Curitiba', 'total': 1}]",https://www.catho.com.br/vagas/coordenador-comercial-ead/19025535/?origem_apply=busca-de-vagas&entrada_apply=direto,8283,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7001_a_7500.parquet,19025706,Gerente de Relacionamento,2021-07-28T23:59:59Z,2021-07-28T09:20:12Z,0,"De R$ 4.001,00 a R$ 5.000,00",0,true,1,1109801,M,C,1,"<li> Gerenciamento de carteira de clientes do segmento empresarial/PJ, prospecção de novos clientes. Também fará a oferta de crédito, seguros, crédito para empresas, gerenciamento de atrasos.</li><li> Experiência na área. Nível Superior completo Certificação CPA10</li>",1,0,false,null,null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Assistência Odontológica', 'Participação nos lucros', 'Seguro de Vida em Grupo', 'Tíquete Alimentação', 'Tíquete Refeição', 'Vale Transporte']",2021-08-04T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'BTB CRIATIVE', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 27, 'estado': 'Tocantins', 'uf': 'TO', 'cidadeId': 9899, 'cidade': 'Palmas', 'total': 1}]",https://www.catho.com.br/vagas/gerente-de-relacionamento/19025706/?origem_apply=busca-de-vagas&entrada_apply=direto,6242,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19025715,Analista de Sistemas,2021-07-27T23:59:59Z,2021-07-27T11:46:55Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,1,124388,M,R,1,"<li> Analisa e desenvolve projetos de sistemas, levanta requisitos, mapeia processos e realiza modelagem de dados, com objetivo de estudar e implementar sistemas de acordo com as regras de negócio. Analisa o desempenho de sistemas implantados, soluciona problemas técnicos e elabora manuais.</li><li> Ensino Superior completo em Sistema de informação, Engenharia da Computação, Ciência da Computação ou áreas afins. Experiência em desenvolvimento e sustentação de sistemas. Conhecimento em: gestão de projetos, java, javascript, html5. Desejável vivência na programação em dispositivo móvel lg sistemas, banco de dados, levantamento de requisitos, processos de negócios e lógica de programação.</li>",1,0,false,Integral.,null,null,[],2008-02-01T23:59:59Z,49,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'SOMA DESENVOLVIMENTO', 'confidencial': False}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 9, 'estado': 'Goiás', 'uf': 'GO', 'cidadeId': 3093, 'cidade': 'Goiania', 'total': 1}]",https://www.catho.com.br/vagas/analista-de-sistemas/19025715/?origem_apply=busca-de-vagas&entrada_apply=direto,255,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
