nm_arq_in,id,titulo,data,dataAtualizacao,salario,faixaSalarial,faixaSalarialId,salarioACombinar,jobQuantity,empId,companySize,tipoEmp,localPreenchimento,descricao,perfilId,ppdPerfilId,hrenova,horario,infoAdicional,regimeContrato,benef,entradaEmp,empContratou,grupoMidia,habilidades,ppdInfo,ppdFiltro,anunciante,contratante,vagas,url_vaga,nr_reg,dh_insercao_raw,dh_arq_in,dataRemovido
catho_2021-09-15_page_8001_a_8500.parquet,18683875,Ajudante de manutenção (Preventiva),2021-07-05T23:59:59Z,2021-07-05T09:35:38Z,0,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,1304018,P,C,1,"<li> Realizar preventivas e corretivas em condomínios.</li><li> Atuar com manutenções preventivas e corretivas dentro dos condomínios.
Desejável experiência na área de elétrica, manutenção em condomínio, sistema de CFTV, antena e interfone. Desejável ter curso em elétrica, eletrotécnica.</li>",1,0,true,De segunda sexta de 08:00 até 18:00 e sábados de 08:00 até 12:00.,null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Assistência Odontológica', 'Celular fornecido pela empresa', 'Seguro de Vida em Grupo', 'Tíquete Alimentação', 'Transporte Fornecido pela empresa', 'Vale Transporte']",null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'GRUPO PATRIMONIAL TECNOLOGIA E SERVIÇOS', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 5, 'estado': 'Bahia', 'uf': 'BA', 'cidadeId': 1856, 'cidade': 'Salvador', 'total': 1}]",https://www.catho.com.br/vagas/ajudante-de-manutencao-preventiva/18683875/?origem_apply=busca-de-vagas&entrada_apply=direto,8439,2021-09-15T15:43:58.000+0000,2021-09-15T12:02:08.000+0000,2021-11-09
catho_2021-09-15_page_8001_a_8500.parquet,18699075,Auxiliar de Escritório,2021-07-21T23:59:59Z,2021-07-21T16:38:10Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,180447,M,C,1,"<li> Auxiliar na digitação de documentos, prepara relatórios e planilhas, organiza arquivos, controla estoque do material de escritório e realiza atendimento telefônico e presencial.</li><li> Desejável Ensino Superior completo ou cursando em Administração, Marketing ou áreas correlatas.</li>",1,0,true,null,null,null,[],2008-06-13T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'CONCREBASE', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 704, 'cidade': 'Salto', 'total': 1}]",https://www.catho.com.br/vagas/auxiliar-de-escritorio/18699075/?origem_apply=busca-de-vagas&entrada_apply=direto,1701,2021-09-15T15:43:58.000+0000,2021-09-15T12:02:08.000+0000,2021-11-09
catho_2021-09-15_page_4001_a_4500.parquet,18707726,Recepcionista,2021-08-18T23:59:59Z,2021-08-18T16:52:32Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,242410,M,C,0,"<li> Atender e filtrar ligações, anotar recados e receber visitas, se responsabilizar pela compra de materiais de escritório e higiene, fazer o direcionamento de ligações, envio e controle de correspondências, prestar apoio em ligações e pesquisas para a diretoria, fazer o controle e compras de suprimentos (materiais de escritório, limpeza e copa), prestar apoio na organização, gestão da agenda e ligações da diretoria, arquivar documentos, responder perguntas gerais sobre a empresa ou direcionar as perguntas para outros funcionários qualificados a responder, enviar e receber correspondências, executar arquivamento de documentos, marcar reuniões, controlar as chaves e registrar informações.</li><li> Ter trabalhado na área será um diferencial.</li>",1,0,true,null,null,null,"['Assistência Médica / Medicina em grupo', 'Restaurante na empresa', 'Seguro de Vida em Grupo', 'Tíquete Alimentação', 'Vale Transporte']",2008-04-10T23:59:59Z,15,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'GABBINETTO', 'confidencial': True}","{'nome': 'GABBINETTO', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 756, 'cidade': 'São Bernardo do Campo', 'total': 1}]",https://www.catho.com.br/vagas/recepcionista/18707726/?origem_apply=busca-de-vagas&entrada_apply=direto,8780,2021-09-15T15:43:58.000+0000,2021-09-15T10:34:51.000+0000,2021-11-09
catho_2021-09-15_page_8001_a_8500.parquet,18713258,Engenheiro Calculista,2021-07-19T23:59:59Z,2021-07-19T12:16:43Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,745031,P,C,1,<li> Vistoria e laudo estrutural. Conhecimentos de cálculo estrutural.</li><li> Disponibilidade de viagens.</li>,1,0,true,null,"Local: São Paulo, Perdizes.","Autônomo,Free-lancer",[],2016-08-17T23:59:59Z,2,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'CERTENGE', 'confidencial': False}","{'nome': 'Lilian Wolosker Avaliação Imobiliária Me', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}]",https://www.catho.com.br/vagas/engenheiro-calculista/18713258/?origem_apply=busca-de-vagas&entrada_apply=direto,7065,2021-09-15T15:43:58.000+0000,2021-09-15T12:02:08.000+0000,null
catho_2021-09-15_page_8001_a_8500.parquet,18713871,Arte-finalista,2021-07-12T23:59:59Z,2021-07-12T11:46:46Z,1803,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,8047,M,C,1,"<li> ? Fazer a análise, criação, editoração eletrônica e reprodução da arte; 
? Fazer o fechamento do arquivo para saída de bureau , nos processos de impressão em flexografia, tipografia, serigrafia, off-set e digital; 
? Fazer ilustrações digitais (pintura digital);
? Desenvolvimento de arte para Modular.</li>",1,0,true,"De segunda a sexta, de 08:15 às 18:00 com 1 hora de almoço.",null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Assistência Odontológica', 'Estacionamento', 'Estudo de Faculdade', 'Restaurante na empresa', 'Seguro de Vida em Grupo', 'Vale Transporte']",2012-01-30T23:59:59Z,3,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MAXCOR', 'confidencial': False}","{'nome': 'Maxcor Indústria de Etiquetas Ltda', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 13, 'estado': 'Minas Gerais', 'uf': 'MG', 'cidadeId': 4104, 'cidade': 'Betim', 'total': 1}]",https://www.catho.com.br/vagas/arte-finalista/18713871/?origem_apply=busca-de-vagas&entrada_apply=direto,7906,2021-09-15T15:43:58.000+0000,2021-09-15T12:02:08.000+0000,2021-11-09
catho_2021-09-15_page_8501_a_8589.parquet,18722204,Arte-finalista,2021-05-26T23:59:59Z,2021-07-26T16:45:24Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,2,1151273,P,C,1,"<li> Criação de identidade visual, desenvolvimento e design, de materiais gráficos, necessário ter experiência em comunicação visual e conhecimento nos programas coreldraw, em photoshop e illustrator e (Cad e 3D não obrigatório). e outros que possam agregar ao serviço.Ter criatividade e espírito de equipe; conferência e fechamento de arquivos e impressão : interpretar as solicitações de desenhos feitas pelos clientes; elaborar desenhos de produtos ou serviços oferecidos pela empresa, como fachadas, impressos, folders, tags, luminosos e outros; submeter os desenhos à aprovação do cliente; Fazer impressão e cortes de amostras, Atribuir com outras atividades inerente à função .</li>",1,0,false,segunda feira a sexta das 08h30 às 18h30 e sábado 8:30 a 12:30,"Disponibilidade de horário para horas extras, caso haja necessidade; aberto a novas demandas. Quando necessário",CLT (Efetivo),"['Carro fornecido pela empresa', 'Estacionamento', 'Transporte Fornecido pela empresa', 'Vale Transporte']",2017-09-04T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MUNDI FÁBRICA DE EVENTOS', 'confidencial': False}","{'nome': 'Mundi Cenografia e Locação de Equipamentos', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 9, 'estado': 'Goiás', 'uf': 'GO', 'cidadeId': 3093, 'cidade': 'Goiania', 'total': 2}]",https://www.catho.com.br/vagas/arte-finalista/18722204/?origem_apply=busca-de-vagas&entrada_apply=direto,1399,2021-09-15T15:43:58.000+0000,2021-09-15T12:04:07.000+0000,2021-11-09
catho_2021-09-15_page_8001_a_8500.parquet,18741890,Vendedor,2021-07-15T23:59:59Z,2021-07-15T10:40:31Z,1800,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,654745,M,C,1,"<li> Realizar vendas internas via telefone, WhatsApp e website, através de sistema interno. Conhecimento ramo de vendas de peças, ramo de peças para implementos rodoviários, técnicas de vendas e abordagem do cliente, organização pessoal, dinamismo e pró ativo.</li>",1,0,true,A combinar.,null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Celular fornecido pela empresa', 'Cesta Básica', 'Estacionamento', 'Tíquete Refeição', 'Vale Transporte']",2011-11-11T23:59:59Z,2,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'RODOWESSLER', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 314, 'cidade': 'Guarulhos', 'total': 1}]",https://www.catho.com.br/vagas/vendedor/18741890/?origem_apply=busca-de-vagas&entrada_apply=direto,7394,2021-09-15T15:43:58.000+0000,2021-09-15T12:02:08.000+0000,2021-11-09
catho_2021-09-15_page_6501_a_7000.parquet,18744678,Técnico CFTV,2021-08-02T23:59:59Z,2021-08-02T10:17:08Z,0,"De R$ 1.001,00 a R$ 2.000,00",3,false,2,542867,P,C,0,"<li> Realizar instalação de sistemas de controle de acesso: Biométrico, veicular, fechaduras eletromagnéticas, Inter travamento eletrônico. Executar testes e serviços elétricos. Atuar com manutenção preventiva e corretiva de sistemas de CFTV/DVRs, telefonia, antena coletiva, interfonia, instalação e manutenção de catracas, leitores de cartões, sensores de abertura de porta.</li><li> Experiência nas funções acima. Conhecimento marca Control ID é um diferencial. Conhecer multímetro, testador de cabos, infraestrutura e redes.</li>",1,0,true,"De Segunda a sexta, das 08:00 às 17:48.",Disponibilidade para trabalhar aos finais de semana. Disponibilidade para viagens.,CLT (Efetivo),"['Carro fornecido pela empresa', 'Celular fornecido pela empresa', 'Combustível', 'Seguro de Vida em Grupo', 'Tíquete Refeição', 'Vale Transporte']",2010-01-14T23:59:59Z,3,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'WORLD TECNOLOGIA', 'confidencial': False}","{'nome': 'WORLD TECNOLOGIA', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 2}]",https://www.catho.com.br/vagas/tecnico-cftv/18744678/?origem_apply=busca-de-vagas&entrada_apply=direto,5520,2021-09-15T15:43:58.000+0000,2021-09-15T11:29:07.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,18751505,Web Designer,2021-07-23T23:59:59Z,2021-07-23T14:58:13Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,1,994903,P,C,1,"<li> O profissional será responsável por: Criação de peças publicitárias (banners para sites, peças para redes sociais, anúncios, promoções; Desenvolver news de lançamentos de produtos e peças para e-mail marketing (criação e html); Fotografar  e tratar  imagens de produtos; Monitorar e acompanhar  manutenção de sites e lading page.</li><li> O que você precisa para participar da seleção?
- Está cursando Graduação nas áreas correlatas ou possui nível superior completo;
- Ter disponibilidade para trabalhar presencial;
- Vivência com as tarefas do cargo.</li>",1,0,true,De segunda a quinta-feira das 8h às 18h e sexta-feira das 8h às 17h,null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Assistência Odontológica', 'Participação nos lucros', 'Seguro de Vida em Grupo', 'Tíquete Alimentação', 'Tíquete Refeição', 'Vale Transporte']",2015-02-04T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'BARÃO BRINQUEDOS', 'confidencial': False}","{'nome': 'Centro Atacadista Barão Ltda', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}]",https://www.catho.com.br/vagas/web-designer/18751505/?origem_apply=busca-de-vagas&entrada_apply=direto,6914,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,null
catho_2021-09-15_page_8501_a_8589.parquet,18751518,Auxiliar Administrativo,2021-06-02T23:59:59Z,2021-08-04T15:34:30Z,1500,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,830868,P,C,0,"<li> Rotina de escritório em geral, alimentação de dados do ERP, agendamento de Assistência Técnica, atendimento ao clientes (telefone, e-mail, whatsapp e pessoalmente), separação e controle de peças para fabricação, departamento de compra, departamento de emissão de nota fiscal.</li><li> Ter experiência em rotinas administrativas, facilidade em atendimento ao clientes e um diferencial será o candidato ter CNH.</li>",1,0,false,Segunda a Sexta das 7h30 as 17h18,null,CLT (Efetivo),"['Cesta Básica', 'Vale Transporte']",null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MAQGUTIERREZ', 'confidencial': False}","{'nome': 'MAQGUTIERREZ', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}]",https://www.catho.com.br/vagas/auxiliar-administrativo/18751518/?origem_apply=busca-de-vagas&entrada_apply=direto,977,2021-09-15T15:43:58.000+0000,2021-09-15T12:04:07.000+0000,2021-11-09
catho_2021-09-29_page_1_a_500.parquet,18755579,Assistente Administrativo,2021-06-07T23:59:59Z,2021-09-29T08:41:54Z,1325,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,648919,P,C,0,"<li> ?Realizar atividades de escritório. ?Atendimento telefônico, inteirando-se dos assuntos, dando informações, anotando e transmitindo recados e encaminhando aos departamentos. ?Controle e alimentação de planilhas, efetuando registros, cálculos, controles de demanda e fluxos, conferências etc. ?Atender clientes, fornecedores, visitantes etc., inteirando-se dos assuntos, dando informações, anotando e transmitindo recados, encaminhando aos departamentos. ?Digitar, digitalizar e arquivar documentos (físico e digital). ?Cadastro de clientes e de produtos, e realizar inputs de dados em sistema. ?Controle de notas fiscais. ?Conferir formulários e documentos diversos, observando valores e informações, solicitando esclarecimentos e/ou informando as irregularidades encontradas ?Apoiar o agendamento de férias e benefícios; ?Auxiliar na admissão, demissão, comando e controle da folha de ponto, separando documentação para o recursos humanos. ?Rotina financeira de contas a pagar e receber, conciliação bancária e relatórios financeiros. ?Suporte aos demais setores da empresa, como comercial, financeiro e recursos humanos. ?Responsável por avisos, comunicados e eventos internos. ?Rotinas administrativas gerais.</li><li> Competências ?Dinamismo e proatividade. ?Pontual/Comprometido. ?Capaz de agregar responsabilidades. ?Ser assíduo no trabalho organizado. ?Ser comunicativo e ter boa fluência verbal e escrita. ?Lidar com solicitações e consultas de superiores. ?Detalhista. ?Saber trabalhar em equipe. Requisitos ?Superior cursando ou completo, preferencialmente em Administração ou áreas afins ?Conhecimento intermediários de Informática (Pacote Office). Desejável ?Ter experiência com sistema ERP. ?Ter experiência com .</li>",1,0,false,"De segunda a quinta das 8:00h às 18:00h, sexta das 8:00h às 17:00h",null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Assistência Odontológica', 'Cesta Básica', 'Estacionamento', 'Restaurante na empresa', 'Seguro de Vida em Grupo', 'Vale Transporte']",2013-11-14T23:59:59Z,4,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'DGS WORKBOATS', 'confidencial': True}","{'nome': 'DGS WORKBOATS', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 19, 'estado': 'Rio de Janeiro', 'uf': 'RJ', 'cidadeId': 7978, 'cidade': 'Rio de Janeiro', 'total': 1}]",https://www.catho.com.br/vagas/assistente-administrativo/18755579/?origem_apply=busca-de-vagas&entrada_apply=direto,9889,2021-09-29T13:30:56.000+0000,2021-09-29T09:10:10.000+0000,2021-11-09
catho_2021-09-15_page_6501_a_7000.parquet,18759835,Auxiliar Administrativo,2021-08-03T23:59:59Z,2021-08-03T16:39:14Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,1,559186,G,C,0,"<li> Fazer preenchimento de planilhas, atendimento telefônico, enviar documentos para a área de análise da empresa, correio, solicitação de materiais de escritório e envio de contas para pagamento.</li>",1,0,true,"De segunda a sexta, das 08:00 às 18:00.",null,CLT (Efetivo),[],2015-03-23T23:59:59Z,11,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'POUPACRED', 'confidencial': True}","{'nome': 'POUPACRED', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 16, 'estado': 'Paraná', 'uf': 'PR', 'cidadeId': 6506, 'cidade': 'Paranagua', 'total': 1}]",https://www.catho.com.br/vagas/auxiliar-administrativo/18759835/?origem_apply=busca-de-vagas&entrada_apply=direto,2718,2021-09-15T15:43:58.000+0000,2021-09-15T11:29:07.000+0000,2021-11-09
catho_2021-09-15_page_6501_a_7000.parquet,18759905,Auxiliar Administrativo,2021-08-03T23:59:59Z,2021-08-03T16:54:14Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,1,559186,G,C,0,"<li> Fazer preenchimento de planilhas, atendimento telefônico, enviar documentos para a área de análise da empresa, correio, solicitação de materiais de escritório e envio de contas para pagamento.</li>",1,0,true,"De segunda a sexta, das 08:00 às 18:00.",null,CLT (Efetivo),[],2015-03-23T23:59:59Z,11,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'POUPACRED', 'confidencial': True}","{'nome': 'POUPACRED', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 683, 'cidade': 'Rio Claro', 'total': 1}]",https://www.catho.com.br/vagas/auxiliar-administrativo/18759905/?origem_apply=busca-de-vagas&entrada_apply=direto,4003,2021-09-15T15:43:58.000+0000,2021-09-15T11:29:07.000+0000,2021-11-09
